Price,City,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,Listing Agent,Status,Zipcode_encoded,MLS ID
414018,2,0,1,3,2292,5579,2001,103,0,3,2,414018.0,585676
434016,3,0,1,3,3157,8457,2010,4,1,3,0,344481.0,784042
411851,1,2,3,1,863,3598,2015,83,2,1,0,411851.0,117542
1062025,1,0,1,2,1333,3640,1998,105,1,1,1,1062025.0,353167
717498,4,4,1,2,3379,1670,2013,70,1,1,0,717498.0,514683
1112100,3,1,2,3,1378,8884,2022,92,2,1,2,1112100.0,830700
890769,4,2,2,1,2731,4407,2023,2,2,3,1,890769.0,134502
617617,3,2,2,2,1184,3972,2010,88,3,2,2,617617.0,782736
475989,1,4,2,2,3102,6488,2002,120,0,4,1,475989.0,834701
482156,3,3,1,4,3948,4253,1995,55,4,1,1,482156.0,375599
455797,3,2,6,1,786,5942,2002,103,1,1,0,455797.0,544349
1090941,3,1,3,4,890,6226,1999,29,1,1,0,1090941.0,161631
699839,2,0,6,4,1851,6489,2015,22,0,0,1,699839.0,242960
975466,3,4,4,1,2991,1778,1965,74,4,0,2,975466.0,504458
161264,4,2,2,1,2828,7470,1986,118,0,0,0,161264.0,175804
1342267,1,2,1,4,1791,1988,1978,73,1,1,0,1342267.0,828705
235502,1,3,5,2,2434,6501,1981,119,4,0,1,235502.0,283936
1382618,2,4,5,1,3721,7132,1955,65,2,1,1,1382618.0,469345
1016919,2,1,1,3,2696,8955,1957,7,0,0,0,1016919.0,706589
373698,1,2,5,3,3579,2532,1955,118,0,0,2,373698.0,437341
1345391,0,2,5,3,646,4846,1980,45,0,0,0,1345391.0,647702
677597,0,2,1,4,3485,9074,1989,101,2,3,1,780304.5,197871
923080,1,2,3,2,2742,2878,1951,67,1,0,2,1181411.5,542462
1411902,2,1,2,1,1008,7656,1982,30,1,1,1,1411902.0,110651
1464732,4,4,4,1,3163,1052,1958,113,1,4,1,1464732.0,917739
284784,0,4,3,4,1588,4126,2008,55,4,1,1,284784.0,984118
1096197,3,1,5,3,1993,5581,1951,77,1,2,2,1096197.0,980751
152511,1,2,5,3,3460,3225,2014,40,3,3,0,152511.0,695781
941690,3,2,6,4,661,2846,2003,10,1,0,1,941690.0,656092
1400044,2,4,5,1,2160,2181,1953,57,1,2,2,1400044.0,812626
474461,4,2,6,1,2743,8980,2016,119,3,4,2,474461.0,864909
1414669,0,3,2,2,1346,5540,1990,3,1,2,1,1414669.0,349076
399142,0,2,3,1,1815,9641,1966,109,0,3,2,399142.0,147021
108787,0,3,4,1,3249,4366,1954,10,0,1,0,108787.0,801993
1266372,1,1,1,3,3321,9019,1997,9,3,4,2,1266372.0,196054
1436634,4,3,2,3,2915,7934,2018,100,0,3,2,1436634.0,463990
1135748,3,4,6,3,3126,4046,2009,72,1,2,2,1135748.0,505052
1445315,1,2,2,3,1897,4300,1952,10,0,1,0,1445315.0,835869
710158,4,3,5,2,2609,8200,2005,76,1,3,0,637140.0,529830
426442,0,2,5,2,1741,4338,1986,112,0,4,1,426442.0,278605
474005,4,2,1,4,3102,8039,2015,73,2,3,2,474005.0,326844
102028,2,4,3,1,650,2740,1955,4,4,1,0,102028.0,176504
1171830,3,2,1,4,2322,2476,1957,3,4,4,0,1171830.0,651516
660843,1,3,6,2,3890,2155,1961,43,1,1,2,660843.0,720835
1071749,3,0,3,3,3391,7953,2008,52,2,0,1,1071749.0,657911
470645,3,1,5,4,2998,1309,1999,47,1,3,1,470645.0,420855
1015628,4,2,4,3,3677,3304,1955,88,0,3,0,1015628.0,346684
962971,2,3,2,4,3352,9760,2022,118,0,1,2,962971.0,985632
589012,0,4,1,2,690,7936,2019,31,4,3,2,589012.0,601628
907603,0,2,6,3,969,7373,1988,110,0,0,0,907603.0,736540
406159,2,4,1,1,2533,6096,1971,40,0,1,1,406159.0,143519
1129152,2,0,6,3,1311,5889,2021,100,2,1,1,1129152.0,993105
280337,2,2,6,3,3145,4528,2005,38,2,0,0,280337.0,513279
328074,0,0,6,2,1462,5688,2009,110,1,0,2,328074.0,193154
351462,2,4,5,3,2271,6190,2021,36,0,4,1,351462.0,241698
210113,2,2,4,4,3866,1796,1973,10,4,3,0,210113.0,637417
1255047,4,3,6,3,1894,9879,1961,68,3,3,0,1255047.0,728420
699231,3,2,3,2,3009,2641,1984,72,2,4,1,699231.0,511427
772910,4,4,5,3,1393,4054,1957,81,4,4,1,772910.0,954129
417718,0,0,5,4,1837,4892,1965,110,4,2,1,417718.0,800170
1138482,2,1,6,2,3174,2912,1956,22,3,2,2,1138482.0,596501
948743,4,1,2,1,1829,5193,1969,27,0,3,1,948743.0,416164
279426,3,2,6,1,3904,9647,1971,86,4,1,2,279426.0,154909
285969,1,3,4,3,3611,3117,1990,78,1,3,1,285969.0,424872
1127463,1,1,5,3,2940,7112,1986,59,3,1,2,1127463.0,954668
723852,4,0,6,2,2459,9743,1994,117,1,2,0,723852.0,367066
1074925,3,0,6,1,994,7071,1995,36,4,1,2,1074925.0,925601
450784,1,0,4,2,2907,5822,1992,54,2,4,0,450784.0,245199
887115,0,0,1,4,3669,1043,1964,108,3,0,0,887115.0,187321
825178,1,4,5,4,1317,5647,1976,31,0,1,1,825178.0,311105
245952,4,2,3,2,2046,2495,1961,24,2,0,1,245952.0,784603
433253,3,4,3,4,3855,1361,1967,115,2,3,1,433253.0,338458
745190,1,4,2,4,2572,9938,1959,91,0,4,2,745190.0,281132
933171,0,0,5,4,2458,9760,1999,2,4,4,0,933171.0,167041
1008831,4,4,3,1,3975,1119,1963,24,1,4,0,1008831.0,962157
227204,3,3,1,2,1647,9202,1950,34,3,3,1,227204.0,282731
745289,3,0,4,2,1050,3723,1975,64,4,3,1,779538.5,463266
1483987,4,1,2,3,1186,7670,1990,16,3,3,2,1483987.0,710434
128853,1,2,6,2,725,9263,1957,1,1,2,0,128853.0,579805
856260,0,2,3,4,2212,5551,2016,71,4,3,2,856260.0,934639
478498,1,4,4,4,2606,4920,2021,118,4,4,0,478498.0,441673
779579,4,0,2,3,762,3462,1992,115,2,4,1,779579.0,764423
459607,1,3,5,3,2352,8601,1952,30,4,3,0,459607.0,557110
1325699,1,2,5,3,2241,8877,1991,118,2,3,2,1325699.0,625485
1219024,0,2,1,4,1580,1047,1998,69,3,4,0,1219024.0,550214
1017616,2,1,2,2,1619,6627,1990,2,0,3,1,1017616.0,513343
905273,4,0,1,3,2704,7502,2022,28,1,0,0,905273.0,221217
929598,2,2,1,4,3446,3758,1963,96,0,4,0,929598.0,237507
1472375,0,0,1,1,1418,5105,1962,110,4,0,2,1472375.0,647013
1246523,4,2,4,4,2585,9925,1972,62,2,1,0,1246523.0,826524
779712,3,1,5,4,3051,6115,2017,17,3,0,2,779712.0,539871
113372,4,3,3,1,3084,2899,1955,29,0,2,0,113372.0,291396
207544,0,1,6,2,2428,8339,1987,13,3,1,0,207544.0,160878
803646,1,1,3,4,2623,8836,1961,106,3,2,1,803646.0,227379
299347,2,3,6,3,2211,3656,2022,119,3,4,1,299347.0,385554
751719,4,2,6,3,760,1199,1987,40,0,4,1,751719.0,895132
114286,0,4,3,4,1970,7313,2007,18,3,3,2,114286.0,329052
442260,1,4,1,2,1761,9362,1976,74,4,2,0,442260.0,851475
467871,2,1,3,4,3114,9717,1961,77,0,2,2,467871.0,421990
1246389,2,2,3,3,1724,1272,2003,100,4,0,2,1246389.0,297688
1454268,4,2,2,4,2028,7650,2020,54,2,2,2,1454268.0,553223
201436,3,0,5,3,2837,7362,2009,62,3,1,0,201436.0,993330
1286048,1,4,4,4,3918,3960,1965,23,0,4,0,1286048.0,620921
1415825,0,2,4,4,3909,6001,1966,94,3,3,2,1415825.0,985852
1189972,4,2,3,2,2943,7607,2008,54,0,2,2,1189972.0,426139
1363612,4,2,1,1,679,6239,1990,115,2,1,1,1363612.0,365864
996190,1,3,4,3,3870,4259,2023,56,2,2,1,996190.0,671708
1228208,0,3,6,1,3370,4176,1981,87,2,0,2,1228208.0,450554
1426721,4,1,4,1,2687,3184,2000,21,4,4,0,1426721.0,612036
1193769,4,0,1,4,1795,2512,1984,40,1,4,1,1193769.0,298574
1458463,1,3,2,2,2244,6626,1960,6,2,0,2,1458463.0,686634
1496151,2,1,5,3,3445,7944,1962,12,2,2,1,1496151.0,588789
900797,0,4,2,4,3842,5839,1957,98,3,3,1,900797.0,100830
431967,4,1,5,3,2861,2320,2002,101,2,0,2,431967.0,614744
1192923,3,0,6,2,2726,5814,1996,5,0,4,1,1192923.0,928518
650763,0,4,3,3,3684,5852,1982,82,4,4,2,650763.0,451754
1478203,3,1,2,4,3581,9668,1992,2,2,0,2,1478203.0,828553
1259364,2,4,5,2,1487,9110,2005,33,2,3,2,1259364.0,842532
1420500,0,4,3,2,1565,8864,1960,89,2,0,1,1420500.0,581199
953983,3,1,4,2,1708,9989,1971,3,2,3,2,953983.0,210579
392778,4,3,5,3,2392,7622,1995,57,4,0,1,392778.0,563573
1208849,0,1,6,3,3270,1074,1953,52,2,4,0,1208849.0,389206
394824,1,1,5,3,3790,6394,1971,8,2,4,0,394824.0,228440
132626,1,2,2,3,923,5412,1977,118,1,1,1,132626.0,802390
529982,0,0,5,2,3686,3527,2007,54,1,3,1,529982.0,678839
171018,4,1,5,2,616,2338,1986,17,2,4,2,171018.0,904724
1428670,1,2,6,4,3316,5657,1996,114,0,3,1,1428670.0,580825
516901,4,2,2,4,1004,6101,1967,33,4,0,0,516901.0,996820
401072,1,0,4,3,1246,1518,1956,24,3,1,2,401072.0,570572
813788,0,4,3,2,2716,6312,2020,120,0,0,1,779538.5,899466
1456318,2,1,3,4,2204,6968,1959,87,2,1,2,1456318.0,364332
552551,0,0,3,4,1117,2991,2010,33,1,0,1,552551.0,281885
619389,4,1,5,4,3289,9451,2001,22,3,3,1,1039819.5,313562
869419,3,4,3,1,1231,5733,1953,38,2,3,1,869419.0,439454
384317,1,1,1,2,2867,2794,2020,34,4,4,1,384317.0,497909
850010,2,1,5,1,2419,8423,1991,78,3,4,0,850010.0,680208
1466927,2,2,1,3,1280,8684,1964,81,3,4,0,1466927.0,463718
463990,2,3,3,1,3069,8766,1968,44,3,1,1,463990.0,469562
1237293,2,0,2,2,2488,6525,1961,79,3,0,0,1237293.0,907444
208954,4,1,5,1,1485,9478,2022,84,3,3,1,208954.0,353027
414961,0,2,4,4,1832,9594,1987,6,2,2,1,414961.0,261320
868534,3,3,5,4,683,4670,1998,79,2,0,0,868534.0,613746
1133100,2,1,6,3,942,6946,2023,110,0,2,0,1133100.0,757006
1396517,2,3,3,2,2365,6983,1992,59,4,2,2,1088392.0,414965
1159677,1,4,5,2,3728,3997,2019,22,3,4,1,1159677.0,844992
1484620,0,2,1,2,3066,9371,1957,102,2,0,0,1484620.0,502537
911278,2,4,6,1,3908,2348,2013,3,1,2,0,911278.0,494817
1171839,2,4,2,3,862,5533,1955,95,2,1,0,1171839.0,358439
754257,2,0,3,3,3957,7534,1957,70,3,3,2,754257.0,459075
632651,2,1,2,4,1069,9220,2004,98,0,2,1,632651.0,616710
903375,0,2,4,3,928,9313,1963,87,0,1,0,903375.0,242291
1102363,4,1,1,3,1405,8885,2001,85,0,4,0,1102363.0,417233
800196,4,0,2,2,2082,7035,2006,10,0,1,2,800196.0,857440
249358,1,0,1,2,1763,6974,1953,18,1,1,0,249358.0,677660
302114,1,1,5,1,3187,5076,1950,20,1,2,2,302114.0,682168
742536,4,1,3,4,695,5342,1971,58,4,3,0,742536.0,828737
191048,4,3,1,4,2605,7019,1954,49,2,3,1,191048.0,809758
1123358,1,4,1,2,3084,5030,1978,96,2,4,0,1123358.0,563790
800072,4,1,2,2,3220,8971,2001,15,2,4,2,800072.0,229875
762346,1,4,5,4,1149,1446,1957,51,1,3,2,762346.0,374407
862718,2,2,5,4,1298,6640,2004,29,1,1,2,862718.0,806003
573942,4,2,3,2,984,2308,1972,2,4,1,0,573942.0,671481
241211,2,0,1,1,1779,3156,2019,10,4,4,1,241211.0,893157
1153825,3,0,6,2,2619,5135,1966,118,0,3,0,1153825.0,475595
369281,3,4,2,2,2831,7086,1979,41,3,2,1,369281.0,975994
570529,2,3,1,2,2925,8592,2016,54,2,0,1,570529.0,831849
224348,1,3,4,4,1431,3673,2014,86,0,1,2,224348.0,416653
664416,0,0,3,4,735,8347,1999,36,4,2,2,664416.0,916032
592454,1,2,4,3,2478,5501,1980,16,3,0,1,592454.0,522522
905860,2,0,3,4,748,6224,2017,16,3,3,1,905860.0,370201
601508,0,1,1,3,2993,7553,2004,113,1,0,0,601508.0,998311
890786,4,1,3,2,2457,5569,2008,30,2,4,0,890786.0,669789
437511,3,4,3,3,3156,9554,1963,9,4,4,0,437511.0,505643
1436174,0,0,3,3,3599,4888,1977,4,3,4,0,1436174.0,696637
1003604,4,0,2,1,3633,4691,1953,108,3,3,0,1003604.0,652115
764241,4,0,2,2,2153,2782,2015,53,1,3,1,764241.0,866470
121708,0,3,3,3,3978,2483,1978,112,2,4,0,121708.0,778079
491796,3,2,4,3,2586,9732,1976,102,0,4,2,491796.0,781840
107634,1,4,5,3,2223,8024,2006,53,2,3,1,107634.0,720045
780966,0,2,1,4,2893,9681,2013,65,3,3,2,780966.0,648809
724110,3,3,6,2,623,3053,1998,50,0,4,2,724110.0,468864
1453664,0,4,1,1,1020,7572,2023,25,3,3,1,1453664.0,964864
655953,2,1,2,4,2799,7811,1982,57,4,4,0,655953.0,371285
837749,4,4,5,1,1323,4978,1966,108,4,2,0,837749.0,483389
498606,2,1,4,3,1437,3459,1955,55,4,4,2,498606.0,977488
688959,3,2,1,1,2352,3608,1978,102,3,4,2,688959.0,595313
1005631,4,2,2,3,3736,5382,2007,57,0,3,2,1005631.0,370294
985654,1,1,6,2,3776,8176,2018,100,2,3,2,985654.0,799423
1200264,4,0,6,3,2500,7280,2021,90,2,4,1,1200264.0,173396
266057,0,4,5,3,1213,9786,1951,48,3,1,1,266057.0,631313
658283,2,1,3,1,2487,9439,2013,27,2,3,0,658283.0,805377
980749,1,0,2,2,834,3839,1959,28,4,2,2,980749.0,908858
590836,1,4,4,1,983,9401,1998,3,1,0,0,590836.0,129960
1124902,4,4,1,3,2685,1181,1955,73,1,3,2,1124902.0,344708
1055664,4,0,1,2,1984,2398,1983,7,3,0,2,1055664.0,574768
1228378,2,0,5,3,2761,7538,1972,46,4,3,2,1228378.0,139942
269487,0,1,6,3,3040,4778,1987,2,3,3,2,269487.0,999685
1080304,0,2,6,2,1808,2762,2023,80,2,2,2,1080304.0,725419
526134,0,2,3,4,1409,6433,1959,119,1,4,1,526134.0,198017
874245,2,0,2,2,2442,9869,1994,18,2,1,1,874245.0,133645
1417766,4,4,5,1,2236,7873,1994,5,3,3,2,1417766.0,448434
1460654,1,0,1,2,1320,8708,1956,31,3,2,0,1460654.0,915313
1455417,3,1,1,4,2720,1777,2003,101,0,2,2,1455417.0,312051
1253458,3,4,2,3,2660,3105,2002,48,4,2,1,1253458.0,665850
484967,2,1,6,2,1087,6914,1953,40,3,2,0,484967.0,419502
1257749,0,2,6,2,2824,5114,1988,42,4,0,0,1257749.0,837372
387069,0,1,4,1,3390,2425,2008,4,3,1,0,387069.0,911853
688763,3,2,3,3,1358,5525,2019,19,1,1,0,688763.0,218178
848451,3,0,3,2,2168,2019,1958,91,4,0,2,848451.0,748389
437080,1,3,5,1,740,7577,1969,63,2,3,1,437080.0,125281
1227751,4,3,6,1,1382,1046,1974,72,2,2,2,1227751.0,891211
533645,4,3,3,2,2513,7358,1982,68,3,4,0,533645.0,330812
790073,3,4,5,1,3417,8797,1976,29,4,3,0,790073.0,999145
1283155,1,1,2,1,1825,1853,1969,62,4,1,0,1283155.0,628682
971258,0,4,4,3,1041,1479,2009,29,1,3,0,971258.0,727018
923083,4,3,1,3,1199,2333,2000,18,0,2,2,923083.0,718772
151810,3,2,2,1,1458,1047,1964,47,4,2,2,151810.0,255644
318897,2,4,2,2,2995,2028,2008,102,0,4,0,318897.0,350634
563082,3,2,6,4,1020,6331,2020,20,3,3,1,563082.0,317717
1481779,2,3,1,1,1371,3672,2012,86,1,4,1,1481779.0,793604
1116179,2,2,1,1,968,1465,1985,42,4,0,2,1116179.0,990219
1469707,0,3,6,1,1450,3222,2020,91,0,1,2,1469707.0,567760
798012,0,0,4,2,2079,1138,2017,110,3,2,0,798012.0,387681
244695,0,4,4,1,3119,6742,1969,83,4,4,0,244695.0,468526
344950,1,1,6,4,1560,1691,2021,2,4,4,0,344950.0,978340
433189,4,4,6,4,1179,8430,1966,43,3,0,2,433189.0,638021
942804,0,1,2,1,3079,5512,2004,25,3,0,0,942804.0,897511
795699,1,4,4,3,2079,4284,2016,41,3,4,0,795699.0,119620
530184,3,3,2,3,794,2136,1964,60,4,4,1,530184.0,807204
1449697,0,0,6,4,2801,7000,1972,28,0,2,1,1449697.0,350745
496223,4,1,6,2,1343,9534,2015,99,3,4,2,496223.0,871329
142832,2,1,5,1,3265,3212,2018,105,1,3,0,142832.0,465326
526359,4,3,1,1,3882,8121,1983,18,1,2,0,526359.0,408213
176255,2,1,3,3,2969,5769,1952,97,4,0,0,176255.0,261171
906658,3,0,3,3,3531,5012,1956,100,3,1,2,906658.0,262758
390894,4,1,3,3,1772,7124,1951,71,1,3,0,390894.0,521520
676318,2,3,1,1,3944,5783,1957,79,0,0,1,676318.0,839154
423257,4,1,6,1,3862,9816,1982,95,0,3,0,423257.0,309084
1026238,3,2,1,1,3333,5761,1966,90,3,4,1,1026238.0,220229
1289517,3,3,1,4,710,3639,1976,7,2,1,1,1289517.0,923511
803057,1,1,2,2,1551,9626,2014,59,2,4,2,803057.0,898987
785531,1,4,5,1,1035,4165,1970,106,2,3,0,785531.0,946875
320312,2,1,4,1,3795,1632,1984,106,2,0,1,320312.0,689745
417279,2,0,3,3,1133,9672,1994,69,2,0,0,417279.0,507102
473195,4,1,4,2,2063,4193,1983,96,2,4,2,473195.0,499319
810765,0,1,3,4,3847,3841,2019,118,1,3,0,810765.0,627171
947510,0,4,1,3,1657,6400,1950,48,2,4,0,947510.0,980020
872311,2,4,4,4,1534,6971,2014,67,3,1,0,872311.0,299877
1123484,3,3,1,2,1361,5247,2011,33,3,1,0,1123484.0,116211
908029,1,2,2,4,646,4393,2004,58,1,1,2,908029.0,657205
858758,1,0,1,4,3827,1256,1994,45,1,2,1,858758.0,863860
130430,4,0,5,3,2989,8110,2017,5,4,0,2,130430.0,995192
1152868,2,0,6,3,3121,3243,1990,55,2,4,1,1152868.0,727986
951210,1,3,3,4,3769,7943,2004,16,4,0,0,951210.0,502044
799710,3,4,2,2,1238,4966,1968,92,1,2,2,799710.0,277998
1197720,0,1,6,3,1287,8517,1990,109,2,4,0,1197720.0,841673
1181226,4,0,1,2,830,1630,1969,21,3,0,2,1181226.0,222379
1141219,2,3,2,3,989,9282,2012,24,0,1,0,1141219.0,449013
455913,2,2,4,1,1786,1424,1983,95,1,2,0,455913.0,771953
683573,0,4,5,1,2534,1734,2014,20,0,4,2,683573.0,684878
282695,3,2,6,4,1582,4037,1982,74,4,2,1,282695.0,951930
551665,0,4,4,3,2284,2136,1991,62,1,0,0,551665.0,718750
940609,0,4,5,2,1374,1646,1984,91,2,2,2,940609.0,169739
1359155,0,4,2,4,3946,6859,2019,22,0,0,1,1359155.0,613703
1313735,4,1,1,3,1405,5427,2006,105,4,0,0,1313735.0,285624
1033041,0,0,4,1,2301,8617,1981,65,2,1,1,1033041.0,210140
1419240,0,4,4,2,1664,7656,1969,92,0,2,2,1419240.0,118601
957223,0,2,3,2,940,5885,1987,35,3,4,1,957223.0,249287
1120934,0,1,3,3,3922,2239,2012,36,2,4,1,1120934.0,886506
680198,3,0,4,2,2641,3327,1958,81,3,0,0,680198.0,674909
379538,4,3,4,3,1974,4275,1988,64,4,3,0,379538.0,274071
761390,0,3,5,2,3312,1681,1984,17,1,1,2,761390.0,754449
469414,4,3,1,1,3125,2061,1986,4,3,1,2,469414.0,712450
853353,4,4,1,2,3752,8566,1973,77,2,0,1,853353.0,114552
1276290,1,1,1,2,1382,2112,1981,42,2,0,1,1276290.0,462875
395657,2,0,1,1,2322,7592,2011,104,1,3,2,395657.0,112753
867570,0,4,4,2,3140,9012,1999,16,0,4,2,867570.0,850483
1312306,3,1,3,1,2584,5196,1952,30,0,2,0,1312306.0,309949
772408,1,3,6,2,1030,2017,2008,87,2,1,0,772408.0,278609
221390,2,3,6,3,2266,4448,1963,106,1,2,1,221390.0,431277
380336,1,1,6,1,947,4928,1989,56,2,2,0,380336.0,207431
686236,3,3,3,1,3054,6628,1956,58,4,4,0,686236.0,650473
842483,4,2,3,1,2213,6162,1980,58,3,0,0,842483.0,944541
176130,4,4,2,4,810,3859,1985,59,3,4,1,176130.0,153912
1001401,4,4,2,1,3810,9866,1967,29,2,2,0,1001401.0,824490
765739,2,0,6,1,3818,6476,2001,14,1,1,2,765739.0,521404
562297,0,4,2,1,3399,8678,2008,8,0,1,2,562297.0,506086
173054,3,1,1,3,3340,9797,1986,68,0,4,1,173054.0,131536
836369,4,1,3,2,2137,5945,1967,91,1,3,2,836369.0,491034
1214653,1,2,2,2,609,9127,1973,25,2,0,1,1214653.0,248231
1142398,0,1,6,4,2139,1266,2011,22,3,0,0,1142398.0,154932
1287048,3,1,5,2,2474,3110,1989,57,3,2,2,1287048.0,293685
1140261,3,2,2,3,3140,4951,1961,46,3,0,1,1140261.0,737039
166017,4,4,3,2,2827,3640,2007,11,0,3,1,166017.0,791719
1175358,2,4,2,3,2872,7449,2006,110,0,0,2,1175358.0,198280
1134124,3,1,3,1,2076,3784,1968,43,0,0,1,1134124.0,630113
983337,3,2,5,1,3233,8192,2007,89,2,4,1,983337.0,217826
557489,4,2,5,1,1549,9759,1998,107,4,3,2,557489.0,890773
1453148,2,3,1,2,1340,9464,1969,94,0,3,2,1453148.0,258566
556554,4,4,4,1,1460,3678,2007,80,1,3,1,556554.0,149245
1273603,2,1,1,4,1534,5943,1981,47,2,2,1,1273603.0,366304
1214336,3,4,2,1,1886,4102,1972,61,4,4,1,1214336.0,728967
1056509,0,2,1,4,1887,3822,2014,78,1,3,1,1056509.0,631871
854669,1,1,5,4,1950,8973,1996,105,3,2,1,854669.0,544389
698107,3,3,6,3,2549,3939,1955,10,3,4,0,1043981.5,473897
208299,2,0,4,4,3794,5661,1995,109,0,1,1,269461.5,852599
802037,3,4,3,1,1556,3510,1976,105,1,1,2,802037.0,810009
242635,1,4,3,1,970,7044,1964,7,3,0,1,242635.0,620746
164337,4,2,3,1,992,7775,1992,88,2,0,0,164337.0,584131
100764,3,0,3,2,1687,6031,1962,32,1,4,1,100764.0,581280
756933,1,4,4,3,3266,9727,1977,27,4,3,0,756933.0,934378
209720,4,0,6,1,2480,6884,2013,115,1,2,1,209720.0,837272
246361,3,3,6,4,2926,9813,1983,61,1,4,1,246361.0,652600
1103488,4,1,1,2,2493,2625,1984,79,2,2,2,1103488.0,461417
276902,2,2,3,2,2643,1253,1954,103,1,1,2,276902.0,762344
777133,1,1,5,3,1558,4251,1956,68,1,2,2,777133.0,173338
588396,3,4,6,2,3055,3564,2001,100,0,2,2,560740.0,890235
1390353,0,2,2,3,2265,4858,2009,39,4,0,1,1412161.0,750668
1097319,2,1,4,2,3933,5364,1976,58,1,3,2,1097319.0,294572
1060026,0,0,3,3,1106,6813,1952,79,0,4,1,1060026.0,762412
1133236,1,0,1,1,3591,3911,2018,81,0,2,0,1133236.0,676812
912802,3,1,4,2,3062,4342,2022,53,2,3,1,912802.0,392755
583291,4,1,5,4,3609,1978,1957,8,2,3,0,583291.0,630892
320388,2,3,1,3,1502,3083,1963,63,3,3,2,320388.0,862179
174689,1,2,4,4,3129,5359,1988,17,0,2,1,174689.0,698917
211758,2,3,1,4,3624,2602,1951,80,1,0,1,211758.0,196614
1202747,3,3,2,3,846,6962,1957,38,3,3,1,1202747.0,706187
706435,2,3,4,2,1266,7785,1984,78,4,2,0,706435.0,873504
151954,2,4,5,3,2074,6680,1995,13,0,2,1,151954.0,877362
1250763,4,0,2,4,1531,3371,1977,112,2,1,2,1250763.0,678810
985809,3,2,4,4,1958,5198,1979,19,0,4,1,985809.0,402885
780930,4,0,3,3,3767,8547,1969,44,4,1,0,780930.0,941563
1395740,3,0,5,3,3602,7982,2005,92,3,0,2,1395740.0,249824
942683,0,0,5,1,2795,2712,1995,6,4,3,2,942683.0,797153
130879,1,1,3,2,2422,6875,2002,107,1,2,2,130879.0,607096
586629,1,0,1,2,1873,1293,1963,84,3,0,0,586629.0,299062
848988,2,3,3,3,2099,6716,1970,115,4,2,0,848988.0,878212
1092098,3,3,5,4,1976,8980,1996,111,4,0,0,1092098.0,573582
193142,4,1,6,1,2665,6800,2011,96,0,4,2,193142.0,807460
715251,2,1,2,4,1285,7229,1959,15,0,1,1,715251.0,497292
1070802,4,3,4,3,1480,7730,1999,99,4,2,0,1070802.0,515517
911772,2,0,3,1,3811,1523,1981,84,2,1,2,911772.0,818472
1095500,4,4,2,3,1130,1234,2018,118,2,2,2,1095500.0,564207
868293,4,4,5,4,624,7729,2004,30,4,0,0,868293.0,500221
535024,0,1,4,4,3953,3173,2013,11,4,1,2,535024.0,881616
906684,3,4,2,4,3172,2369,2019,28,1,2,1,906684.0,517925
811801,4,0,6,3,636,3670,1952,29,0,0,1,811801.0,662901
422369,0,3,5,4,2789,1515,1991,82,1,1,0,422369.0,160219
980757,4,4,2,3,3231,6517,1991,61,4,0,0,980757.0,870127
327249,3,0,6,2,2634,3986,2003,119,3,2,1,327249.0,683816
941729,1,0,3,3,2159,2528,2023,42,1,1,1,941729.0,958806
1333634,4,3,4,2,1299,6075,2018,27,1,0,2,1333634.0,744769
132181,3,1,5,2,2457,8629,2010,72,2,1,1,132181.0,315900
259927,0,2,4,4,3189,4457,2013,38,2,1,0,259927.0,727483
761820,0,3,5,1,3059,9234,1975,15,2,1,2,761820.0,311397
1333651,1,3,5,2,792,6054,2004,35,2,2,1,1333651.0,942395
1160990,0,4,2,3,3824,1780,1981,26,0,4,0,1160990.0,335412
1415873,2,2,5,4,3207,1922,1975,109,3,0,2,1415873.0,307261
730201,0,4,4,1,1507,9093,1964,24,3,1,1,730201.0,835211
940838,4,3,4,4,3029,2243,2022,112,3,2,1,940838.0,476425
792689,1,4,6,2,2783,4544,1984,63,0,3,1,792689.0,516873
285698,1,2,1,1,913,2784,1999,68,2,1,2,285698.0,904103
361783,1,0,1,1,1246,7932,1950,60,3,0,2,361783.0,343009
545103,4,4,2,1,915,8989,2012,78,2,3,1,545103.0,345371
1050912,4,0,1,3,1288,5845,1984,10,4,3,1,1050912.0,407176
1315813,3,2,3,2,3513,1515,2007,113,2,2,1,1315813.0,474534
1091643,3,1,1,4,1888,1621,2004,40,4,1,0,1091643.0,440724
301429,4,1,6,4,1668,6973,1968,70,3,4,1,301429.0,564373
105850,4,2,6,2,3444,5114,1950,68,0,3,2,105850.0,795098
1152184,2,1,2,3,1415,2690,2000,38,1,1,0,1152184.0,649746
387863,4,0,6,1,1905,5806,1974,12,3,3,0,387863.0,405903
713451,1,3,3,2,3561,4316,2023,35,2,1,2,713451.0,450721
697104,2,3,1,1,660,8861,1964,101,0,1,0,697104.0,194413
107584,1,1,3,1,3542,3233,2004,13,2,1,2,107584.0,298998
539489,4,3,1,2,2419,6115,2013,78,0,4,2,539489.0,677120
741663,1,1,1,2,2483,8029,1998,70,1,0,0,741663.0,242637
558631,2,2,1,2,1913,1242,2017,94,1,4,2,558631.0,354246
1382669,0,0,4,2,1312,5453,1973,54,1,0,0,1382669.0,668038
566038,2,0,1,2,2602,1820,1956,116,3,2,1,566038.0,807045
1026003,4,3,2,4,3832,2008,1986,66,1,2,0,1026003.0,339574
256879,0,1,5,4,3779,8805,1977,22,2,3,0,256879.0,563702
